,Region,Year,Series_x,Value_x,Series_y,Value_y
427,Europe,2010,"Intentional homicide rates per 100,000",3.4887,Gross enrollment ratio - Primary (male),102.1306
428,Europe,2010,"Intentional homicide rates per 100,000",3.4887,Gross enrollment ratio - Primary (female),101.5827
430,Europe,2010,"Intentional homicide rates per 100,000",3.4887,Gross enrollment ratio - Secondary (male),101.2196
431,Europe,2010,"Intentional homicide rates per 100,000",3.4887,Gross enrollment ratio - Secondary (female),100.4545
433,Europe,2010,"Intentional homicide rates per 100,000",3.4887,Gross enrollment ratio - Tertiary (male),59.7221
434,Europe,2010,"Intentional homicide rates per 100,000",3.4887,Gross enrollment ratio - Tertiary (female),76.8114
436,Europe,2010,"Percentage of male and female intentional homicide victims, Male",5.1291,Gross enrollment ratio - Primary (male),102.1306
437,Europe,2010,"Percentage of male and female intentional homicide victims, Male",5.1291,Gross enrollment ratio - Primary (female),101.5827
439,Europe,2010,"Percentage of male and female intentional homicide victims, Male",5.1291,Gross enrollment ratio - Secondary (male),101.2196
440,Europe,2010,"Percentage of male and female intentional homicide victims, Male",5.1291,Gross enrollment ratio - Secondary (female),100.4545
442,Europe,2010,"Percentage of male and female intentional homicide victims, Male",5.1291,Gross enrollment ratio - Tertiary (male),59.7221
443,Europe,2010,"Percentage of male and female intentional homicide victims, Male",5.1291,Gross enrollment ratio - Tertiary (female),76.8114
445,Europe,2010,"Percentage of male and female intentional homicide victims, Female",1.9645,Gross enrollment ratio - Primary (male),102.1306
446,Europe,2010,"Percentage of male and female intentional homicide victims, Female",1.9645,Gross enrollment ratio - Primary (female),101.5827
448,Europe,2010,"Percentage of male and female intentional homicide victims, Female",1.9645,Gross enrollment ratio - Secondary (male),101.2196
449,Europe,2010,"Percentage of male and female intentional homicide victims, Female",1.9645,Gross enrollment ratio - Secondary (female),100.4545
451,Europe,2010,"Percentage of male and female intentional homicide victims, Female",1.9645,Gross enrollment ratio - Tertiary (male),59.7221
452,Europe,2010,"Percentage of male and female intentional homicide victims, Female",1.9645,Gross enrollment ratio - Tertiary (female),76.8114
493,Oceania,2005,"Intentional homicide rates per 100,000",3.0863,Gross enrollment ratio - Primary (male),91.0423
494,Oceania,2005,"Intentional homicide rates per 100,000",3.0863,Gross enrollment ratio - Primary (female),89.0703
496,Oceania,2005,"Intentional homicide rates per 100,000",3.0863,Gross enrollment ratio - Secondary (male),111.7047
497,Oceania,2005,"Intentional homicide rates per 100,000",3.0863,Gross enrollment ratio - Secondary (female),108.4703
499,Oceania,2005,"Intentional homicide rates per 100,000",3.0863,Gross enrollment ratio - Tertiary (male),57.1546
500,Oceania,2005,"Intentional homicide rates per 100,000",3.0863,Gross enrollment ratio - Tertiary (female),70.6531
502,Oceania,2005,"Percentage of male and female intentional homicide victims, Male",3.8722,Gross enrollment ratio - Primary (male),91.0423
503,Oceania,2005,"Percentage of male and female intentional homicide victims, Male",3.8722,Gross enrollment ratio - Primary (female),89.0703
505,Oceania,2005,"Percentage of male and female intentional homicide victims, Male",3.8722,Gross enrollment ratio - Secondary (male),111.7047
506,Oceania,2005,"Percentage of male and female intentional homicide victims, Male",3.8722,Gross enrollment ratio - Secondary (female),108.4703
508,Oceania,2005,"Percentage of male and female intentional homicide victims, Male",3.8722,Gross enrollment ratio - Tertiary (male),57.1546
509,Oceania,2005,"Percentage of male and female intentional homicide victims, Male",3.8722,Gross enrollment ratio - Tertiary (female),70.6531
511,Oceania,2005,"Percentage of male and female intentional homicide victims, Female",2.2946,Gross enrollment ratio - Primary (male),91.0423
512,Oceania,2005,"Percentage of male and female intentional homicide victims, Female",2.2946,Gross enrollment ratio - Primary (female),89.0703
514,Oceania,2005,"Percentage of male and female intentional homicide victims, Female",2.2946,Gross enrollment ratio - Secondary (male),111.7047
515,Oceania,2005,"Percentage of male and female intentional homicide victims, Female",2.2946,Gross enrollment ratio - Secondary (female),108.4703
517,Oceania,2005,"Percentage of male and female intentional homicide victims, Female",2.2946,Gross enrollment ratio - Tertiary (male),57.1546
518,Oceania,2005,"Percentage of male and female intentional homicide victims, Female",2.2946,Gross enrollment ratio - Tertiary (female),70.6531
520,Oceania,2010,"Intentional homicide rates per 100,000",2.9599,Gross enrollment ratio - Primary (male),99.4235
521,Oceania,2010,"Intentional homicide rates per 100,000",2.9599,Gross enrollment ratio - Primary (female),96.4325
523,Oceania,2010,"Intentional homicide rates per 100,000",2.9599,Gross enrollment ratio - Secondary (male),114.6994
524,Oceania,2010,"Intentional homicide rates per 100,000",2.9599,Gross enrollment ratio - Secondary (female),107.0654
526,Oceania,2010,"Intentional homicide rates per 100,000",2.9599,Gross enrollment ratio - Tertiary (male),61.0251
527,Oceania,2010,"Intentional homicide rates per 100,000",2.9599,Gross enrollment ratio - Tertiary (female),82.3883
529,Oceania,2010,"Percentage of male and female intentional homicide victims, Male",3.4837,Gross enrollment ratio - Primary (male),99.4235
530,Oceania,2010,"Percentage of male and female intentional homicide victims, Male",3.4837,Gross enrollment ratio - Primary (female),96.4325
532,Oceania,2010,"Percentage of male and female intentional homicide victims, Male",3.4837,Gross enrollment ratio - Secondary (male),114.6994
533,Oceania,2010,"Percentage of male and female intentional homicide victims, Male",3.4837,Gross enrollment ratio - Secondary (female),107.0654
535,Oceania,2010,"Percentage of male and female intentional homicide victims, Male",3.4837,Gross enrollment ratio - Tertiary (male),61.0251
536,Oceania,2010,"Percentage of male and female intentional homicide victims, Male",3.4837,Gross enrollment ratio - Tertiary (female),82.3883
538,Oceania,2010,"Percentage of male and female intentional homicide victims, Female",2.4309,Gross enrollment ratio - Primary (male),99.4235
539,Oceania,2010,"Percentage of male and female intentional homicide victims, Female",2.4309,Gross enrollment ratio - Primary (female),96.4325
541,Oceania,2010,"Percentage of male and female intentional homicide victims, Female",2.4309,Gross enrollment ratio - Secondary (male),114.6994
542,Oceania,2010,"Percentage of male and female intentional homicide victims, Female",2.4309,Gross enrollment ratio - Secondary (female),107.0654
544,Oceania,2010,"Percentage of male and female intentional homicide victims, Female",2.4309,Gross enrollment ratio - Tertiary (male),61.0251
545,Oceania,2010,"Percentage of male and female intentional homicide victims, Female",2.4309,Gross enrollment ratio - Tertiary (female),82.3883
559,Afghanistan,2010,"Intentional homicide rates per 100,000",3.3681,Gross enrollment ratio - Primary (male),118.6145
560,Afghanistan,2010,"Intentional homicide rates per 100,000",3.3681,Gross enrollment ratio - Primary (female),80.6355
562,Afghanistan,2010,"Intentional homicide rates per 100,000",3.3681,Gross enrollment ratio - Secondary (male),66.8929
563,Afghanistan,2010,"Intentional homicide rates per 100,000",3.3681,Gross enrollment ratio - Secondary (female),33.3027
568,Albania,2005,"Intentional homicide rates per 100,000",4.989,Gross enrollment ratio - Primary (male),100.4183
569,Albania,2005,"Intentional homicide rates per 100,000",4.989,Gross enrollment ratio - Primary (female),100.9562
571,Albania,2005,"Intentional homicide rates per 100,000",4.989,Gross enrollment ratio - Secondary (male),79.2454
572,Albania,2005,"Intentional homicide rates per 100,000",4.989,Gross enrollment ratio - Secondary (female),76.5058
574,Albania,2005,"Intentional homicide rates per 100,000",4.989,Gross enrollment ratio - Tertiary (male),18.841
575,Albania,2005,"Intentional homicide rates per 100,000",4.989,Gross enrollment ratio - Tertiary (female),27.3505
577,Albania,2005,"Percentage of male and female intentional homicide victims, Male",8.5697,Gross enrollment ratio - Primary (male),100.4183
578,Albania,2005,"Percentage of male and female intentional homicide victims, Male",8.5697,Gross enrollment ratio - Primary (female),100.9562
580,Albania,2005,"Percentage of male and female intentional homicide victims, Male",8.5697,Gross enrollment ratio - Secondary (male),79.2454
581,Albania,2005,"Percentage of male and female intentional homicide victims, Male",8.5697,Gross enrollment ratio - Secondary (female),76.5058
583,Albania,2005,"Percentage of male and female intentional homicide victims, Male",8.5697,Gross enrollment ratio - Tertiary (male),18.841
584,Albania,2005,"Percentage of male and female intentional homicide victims, Male",8.5697,Gross enrollment ratio - Tertiary (female),27.3505
586,Albania,2005,"Percentage of male and female intentional homicide victims, Female",1.3682,Gross enrollment ratio - Primary (male),100.4183
587,Albania,2005,"Percentage of male and female intentional homicide victims, Female",1.3682,Gross enrollment ratio - Primary (female),100.9562
589,Albania,2005,"Percentage of male and female intentional homicide victims, Female",1.3682,Gross enrollment ratio - Secondary (male),79.2454
590,Albania,2005,"Percentage of male and female intentional homicide victims, Female",1.3682,Gross enrollment ratio - Secondary (female),76.5058
592,Albania,2005,"Percentage of male and female intentional homicide victims, Female",1.3682,Gross enrollment ratio - Tertiary (male),18.841
593,Albania,2005,"Percentage of male and female intentional homicide victims, Female",1.3682,Gross enrollment ratio - Tertiary (female),27.3505
595,Albania,2005,"Assault rate per 100,000 population",5.34,Gross enrollment ratio - Primary (male),100.4183
596,Albania,2005,"Assault rate per 100,000 population",5.34,Gross enrollment ratio - Primary (female),100.9562
598,Albania,2005,"Assault rate per 100,000 population",5.34,Gross enrollment ratio - Secondary (male),79.2454
599,Albania,2005,"Assault rate per 100,000 population",5.34,Gross enrollment ratio - Secondary (female),76.5058
601,Albania,2005,"Assault rate per 100,000 population",5.34,Gross enrollment ratio - Tertiary (male),18.841
602,Albania,2005,"Assault rate per 100,000 population",5.34,Gross enrollment ratio - Tertiary (female),27.3505
604,Albania,2005,"Theft at the national level, rate per 100,000 population",96.73,Gross enrollment ratio - Primary (male),100.4183
605,Albania,2005,"Theft at the national level, rate per 100,000 population",96.73,Gross enrollment ratio - Primary (female),100.9562
607,Albania,2005,"Theft at the national level, rate per 100,000 population",96.73,Gross enrollment ratio - Secondary (male),79.2454
608,Albania,2005,"Theft at the national level, rate per 100,000 population",96.73,Gross enrollment ratio - Secondary (female),76.5058
610,Albania,2005,"Theft at the national level, rate per 100,000 population",96.73,Gross enrollment ratio - Tertiary (male),18.841
611,Albania,2005,"Theft at the national level, rate per 100,000 population",96.73,Gross enrollment ratio - Tertiary (female),27.3505
613,Albania,2005,"Total Sexual Violence at the national level, rate per 100,000",2.883,Gross enrollment ratio - Primary (male),100.4183
614,Albania,2005,"Total Sexual Violence at the national level, rate per 100,000",2.883,Gross enrollment ratio - Primary (female),100.9562
