Num,Region,Year,Series,Value,Footnotes,Source
53,Australia and New Zealand,2005,"Percentage of male and female intentional homicide victims, Female",0.9888,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
53,Australia and New Zealand,2010,"Intentional homicide rates per 100,000",1.0330,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
53,Australia and New Zealand,2010,"Percentage of male and female intentional homicide victims, Male",1.1950,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
53,Australia and New Zealand,2010,"Percentage of male and female intentional homicide victims, Female",0.8746,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
53,Australia and New Zealand,2017,"Intentional homicide rates per 100,000",0.8127,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
53,Australia and New Zealand,2017,"Percentage of male and female intentional homicide victims, Male",1.1906,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
53,Australia and New Zealand,2017,"Percentage of male and female intentional homicide victims, Female",0.5254,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
4,Afghanistan,2010,"Intentional homicide rates per 100,000",3.3681,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
4,Afghanistan,2017,"Intentional homicide rates per 100,000",6.6784,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
4,Afghanistan,2017,"Percentage of male and female intentional homicide victims, Male",12.2829,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
4,Afghanistan,2017,"Percentage of male and female intentional homicide victims, Female",0.7538,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2005,"Intentional homicide rates per 100,000",4.9890,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2005,"Percentage of male and female intentional homicide victims, Male",8.5697,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2005,"Percentage of male and female intentional homicide victims, Female",1.3682,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2005,"Assault rate per 100,000 population",5.3400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2005,"Theft at the national level, rate per 100,000 population",96.7300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2005,"Total Sexual Violence at the national level, rate per 100,000",2.8830,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2010,"Intentional homicide rates per 100,000",4.3080,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2010,"Percentage of male and female intentional homicide victims, Male",7.2724,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2010,"Percentage of male and female intentional homicide victims, Female",1.2987,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2010,"Assault rate per 100,000 population",6.0400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2010,"Kidnapping at the national level, rate per 100,000",0.3050,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2010,"Theft at the national level, rate per 100,000 population",134.9400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2010,"Robbery at the national level, rate per 100,000 population",8.0050,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2010,"Total Sexual Violence at the national level, rate per 100,000",2.6800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2016,"Intentional homicide rates per 100,000",2.7369,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2016,"Percentage of male and female intentional homicide victims, Male",4.2161,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2016,"Percentage of male and female intentional homicide victims, Female",1.2007,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2016,"Assault rate per 100,000 population",4.0900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2016,"Kidnapping at the national level, rate per 100,000",0.1390,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2016,"Theft at the national level, rate per 100,000 population",195.1800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2016,"Robbery at the national level, rate per 100,000 population",5.5090,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2016,"Total Sexual Violence at the national level, rate per 100,000",4.1580,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2017,"Intentional homicide rates per 100,000",2.0110,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2017,"Percentage of male and female intentional homicide victims, Male",3.0621,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2017,"Percentage of male and female intentional homicide victims, Female",0.9190,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2017,"Assault rate per 100,000 population",4.3300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2017,"Kidnapping at the national level, rate per 100,000",0.0690,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2017,"Robbery at the national level, rate per 100,000 population",6.3800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
8,Albania,2017,"Total Sexual Violence at the national level, rate per 100,000",3.9180,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2005,"Intentional homicide rates per 100,000",0.6154,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2005,"Assault rate per 100,000 population",99.3100,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2005,"Kidnapping at the national level, rate per 100,000",0.3050,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2010,"Intentional homicide rates per 100,000",0.7060,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2010,"Assault rate per 100,000 population",115.0200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2010,"Kidnapping at the national level, rate per 100,000",0.4920,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2010,"Theft at the national level, rate per 100,000 population",141.9400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2010,"Robbery at the national level, rate per 100,000 population",51.3940,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2010,"Total Sexual Violence at the national level, rate per 100,000",10.5480,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2015,"Intentional homicide rates per 100,000",1.3643,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2015,"Percentage of male and female intentional homicide victims, Male",2.3375,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2015,"Percentage of male and female intentional homicide victims, Female",0.3712,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2015,"Assault rate per 100,000 population",123.5700,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2015,"Kidnapping at the national level, rate per 100,000",1.3010,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2015,"Theft at the national level, rate per 100,000 population",124.7800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2015,"Robbery at the national level, rate per 100,000 population",65.5000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
12,Algeria,2015,"Total Sexual Violence at the national level, rate per 100,000",8.4580,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
16,American Samoa,2005,"Intentional homicide rates per 100,000",10.0744,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
16,American Samoa,2010,"Intentional homicide rates per 100,000",8.9152,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
