Region,Year,CrimeRate,EducationRate,CrimeInfo,EducationInfo,Gender
Andorra,2010,11.905,4.059,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Andorra,2010,11.905,4.367,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Andorra,2015,0,0.501,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Andorra,2015,0,4.395,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Andorra,2015,0,4.164,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Andorra,2015,170.51,0.501,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Andorra,2015,170.51,4.395,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Andorra,2015,170.51,4.164,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Andorra,2015,0,0.501,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Andorra,2015,0,4.395,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Andorra,2015,0,4.164,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Andorra,2015,1341.03,0.501,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Andorra,2015,1341.03,4.395,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Andorra,2015,1341.03,4.164,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Andorra,2015,10.256,0.501,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Andorra,2015,10.256,4.395,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Andorra,2015,10.256,4.164,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Andorra,2015,14.103,0.501,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Andorra,2015,14.103,4.395,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Andorra,2015,14.103,4.164,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Anguilla,2005,0,0.033,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Anguilla,2005,0,1.024,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Anguilla,2005,0,1.449,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Anguilla,2010,0,1.045,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Anguilla,2010,0,1.62,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Antigua and Barbuda,2010,6.8159,1.17,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Antigua and Barbuda,2010,6.8159,8.436,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Antigua and Barbuda,2010,6.8159,11.254,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Antigua and Barbuda,2012,11.0611,1.792,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Antigua and Barbuda,2012,11.0611,8.383,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Antigua and Barbuda,2012,11.0611,10.453,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Argentina,2005,5.6514,2082.577,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Argentina,2005,5.6514,3884.317,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Argentina,2005,5.6514,4872.889,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Argentina,2005,365.36,2082.577,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Argentina,2005,365.36,3884.317,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Argentina,2005,365.36,4872.889,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Argentina,2005,780.78,2082.577,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Argentina,2005,780.78,3884.317,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Argentina,2005,780.78,4872.889,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Argentina,2010,5.8295,2520.985,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Argentina,2010,5.8295,4213.136,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Argentina,2010,5.8295,4947.105,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Argentina,2017,5.2097,3140.963,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Argentina,2017,5.2097,4612.663,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Argentina,2017,5.2097,4753.843,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Argentina,2017,8.8143,67.7747,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Argentina,2017,8.8143,106.5118,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Argentina,2017,8.8143,109.8511,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Argentina,2017,1.7808,112.7984,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Argentina,2017,1.7808,111.0335,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Argentina,2017,1.7808,109.6278,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Argentina,2017,323.46,3140.963,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Argentina,2017,323.46,4612.663,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Argentina,2017,323.46,4753.843,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Argentina,2017,922.596,3140.963,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Argentina,2017,922.596,4612.663,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Argentina,2017,922.596,4753.843,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Argentina,2017,32.378,3140.963,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Argentina,2017,32.378,4612.663,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Argentina,2017,32.378,4753.843,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Armenia,2005,1.9455,115.475,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Armenia,2005,1.9455,369.736,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Armenia,2005,1.9455,125.149,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Armenia,2005,3.3527,32.8492,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Armenia,2005,3.3527,94.6153,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Armenia,2005,0.6965,45.9512,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Armenia,2005,0.6965,96.345,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Armenia,2005,6.04,115.475,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Armenia,2005,6.04,369.736,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Armenia,2005,6.04,125.149,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Armenia,2005,0.738,115.475,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Armenia,2005,0.738,369.736,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Armenia,2005,0.738,125.149,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Armenia,2005,82.62,115.475,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
